Left_distance_reading, Front_distance_reading, Left_motor_speed, Right_motor_speed
379.239,1544.63,124.602,115
379.239,1544.63,124.602,115
379.239,1544.63,124.602,115
379.239,1544.63,124.602,115
379.239,1544.63,124.602,115
379.239,1544.63,124.602,115
379.239,1544.63,124.602,115
379.239,1544.63,124.602,115
379.239,1544.63,124.602,115
379.239,1544.63,124.602,115
379.239,1544.63,124.602,115
379.239,1544.63,124.602,115
379.239,1544.63,124.602,115
379.239,1544.63,124.602,115
379.239,1544.63,124.602,115
379.239,1544.63,124.602,115
379.239,1544.63,124.602,115
379.239,1544.63,124.602,115
379.239,1544.63,124.602,115
379.239,1544.63,124.602,115
379.239,1544.63,124.602,115
379.239,1544.63,124.602,115
379.239,1544.63,124.602,115
379.239,1544.63,124.602,115
379.239,1544.63,124.602,115
379.239,1544.63,124.602,115
379.239,1544.63,124.602,115
379.239,1544.63,124.602,115
379.239,1544.63,124.602,115
379.239,1544.63,124.602,115
379.239,1544.63,124.602,115
379.239,1544.63,124.602,115
379.239,1544.63,124.602,115
378.661,1545.64,124.869,115
378.661,1545.64,124.869,115
378.661,1545.64,124.869,115
378.661,1545.64,124.869,115
378.661,1545.64,124.869,115
378.661,1545.64,124.869,115
378.661,1545.64,124.869,115
378.661,1545.64,124.869,115
378.661,1545.64,124.869,115
378.661,1545.64,124.869,115
378.661,1545.64,124.869,115
378.661,1545.64,124.869,115
378.661,1545.64,124.869,115
378.661,1545.64,124.869,115
378.661,1545.64,124.869,115
378.661,1545.64,124.869,115
378.661,1545.64,124.869,115
378.661,1545.64,124.869,115
378.661,1545.64,124.869,115
378.661,1545.64,124.869,115
378.661,1545.64,124.869,115
378.661,1545.64,124.869,115
378.661,1545.64,124.869,115
378.661,1545.64,124.869,115
378.661,1545.64,124.869,115
378.661,1545.64,124.869,115
378.661,1545.64,124.869,115
378.661,1545.64,124.869,115
378.661,1545.64,124.869,115
378.661,1545.64,124.869,115
378.661,1545.64,124.869,115
378.661,1545.64,124.869,115
378.661,1545.64,124.869,115
378.661,1545.64,124.869,115
378.661,1545.64,124.869,115
378.661,1545.64,124.869,115
378.661,1545.64,124.869,115
378.661,1545.64,124.869,115
378.661,1545.64,124.869,115
378.661,1545.64,124.869,115
378.661,1545.64,124.869,115
378.661,1545.64,124.869,115
378.661,1545.64,124.869,115
378.661,1545.64,124.869,115
378.661,1545.64,124.869,115
378.661,1545.64,124.869,115
378.661,1545.64,124.869,115
378.661,1545.64,124.869,115
378.661,1545.64,124.869,115
378.661,1545.64,124.869,115
378.661,1545.64,124.869,115
378.661,1545.64,124.869,115
378.661,1545.64,124.869,115
378.661,1545.64,124.869,115
378.661,1545.64,124.869,115
378.661,1545.64,124.869,115
378.661,1545.64,124.869,115
378.661,1545.64,124.869,115
379.149,1560.62,124.643,115
379.149,1560.62,124.643,115
379.149,1560.62,124.643,115
379.149,1560.62,124.643,115
379.149,1560.62,124.643,115
379.149,1560.62,124.643,115
379.149,1560.62,124.643,115
379.149,1560.62,124.643,115
379.149,1560.62,124.643,115
379.149,1560.62,124.643,115
379.149,1560.62,124.643,115
379.149,1560.62,124.643,115
379.149,1560.62,124.643,115
379.149,1560.62,124.643,115
379.149,1560.62,124.643,115
379.149,1560.62,124.643,115
379.149,1560.62,124.643,115
379.149,1560.62,124.643,115
379.149,1560.62,124.643,115
379.149,1560.62,124.643,115
379.149,1560.62,124.643,115
379.149,1560.62,124.643,115
379.149,1560.62,124.643,115
379.149,1560.62,124.643,115
379.149,1560.62,124.643,115
379.149,1560.62,124.643,115
379.149,1560.62,124.643,115
379.149,1560.62,124.643,115
379.149,1560.62,124.643,115
379.149,1560.62,124.643,115
379.149,1560.62,124.643,115
379.149,1560.62,124.643,115
379.149,1560.62,124.643,115
379.149,1560.62,124.643,115
379.149,1560.62,124.643,115
379.149,1560.62,124.643,115
379.149,1560.62,124.643,115
379.149,1560.62,124.643,115
379.149,1560.62,124.643,115
379.149,1560.62,124.643,115
379.149,1560.62,124.643,115
379.149,1560.62,124.643,115
379.149,1560.62,124.643,115
379.149,1560.62,124.643,115
379.149,1560.62,124.643,115
379.149,1560.62,124.643,115
379.149,1560.62,124.643,115
379.149,1560.62,124.643,115
379.149,1560.62,124.643,115
379.149,1560.62,124.643,115
379.149,1560.62,124.643,115
379.149,1560.62,124.643,115
379.149,1560.62,124.643,115
379.149,1560.62,124.643,115
379.149,1560.62,124.643,115
379.149,1560.62,124.643,115
379.149,1560.62,124.643,115
379.149,1560.62,124.643,115
379.149,1560.62,124.643,115
379.149,1560.62,124.643,115
379.149,1560.62,124.643,115
379.149,1560.62,124.643,115
379.149,1560.62,124.643,115
379.149,1560.62,124.643,115
379.149,1560.62,124.643,115
379.149,1560.62,124.643,115
379.149,1560.62,124.643,115
379.149,1560.62,124.643,115
379.149,1560.62,124.643,115
379.149,1560.62,124.643,115
379.149,1560.62,124.643,115
379.149,1560.62,124.643,115
386.016,1561.41,121.468,115
386.016,1561.41,121.468,115
386.016,1561.41,121.468,115
386.016,1561.41,121.468,115
386.016,1561.41,121.468,115
386.016,1561.41,121.468,115
386.016,1561.41,121.468,115
386.016,1561.41,121.468,115
386.016,1561.41,121.468,115
386.016,1561.41,121.468,115
386.016,1561.41,121.468,115
386.016,1561.41,121.468,115
386.016,1561.41,121.468,115
386.016,1561.41,121.468,115
386.016,1561.41,121.468,115
386.016,1561.41,121.468,115
386.016,1561.41,121.468,115
386.016,1561.41,121.468,115
386.016,1561.41,121.468,115
386.016,1561.41,121.468,115
386.016,1561.41,121.468,115
386.016,1561.41,121.468,115
386.016,1561.41,121.468,115
386.016,1561.41,121.468,115
386.016,1561.41,121.468,115
386.016,1561.41,121.468,115
386.016,1561.41,121.468,115
386.016,1561.41,121.468,115
386.016,1561.41,121.468,115
386.016,1561.41,121.468,115
386.016,1561.41,121.468,115
386.016,1561.41,121.468,115
386.016,1561.41,121.468,115
386.016,1561.41,121.468,115
386.016,1561.41,121.468,115
386.016,1561.41,121.468,115
386.016,1561.41,121.468,115
386.016,1561.41,121.468,115
386.016,1561.41,121.468,115
386.016,1561.41,121.468,115
386.016,1561.41,121.468,115
386.016,1561.41,121.468,115
386.016,1561.41,121.468,115
386.016,1561.41,121.468,115
386.016,1561.41,121.468,115
386.016,1561.41,121.468,115
386.016,1561.41,121.468,115
386.016,1561.41,121.468,115
386.016,1561.41,121.468,115
386.016,1561.41,121.468,115
386.016,1561.41,121.468,115
386.016,1561.41,121.468,115
386.016,1561.41,121.468,115
386.016,1561.41,121.468,115
386.016,1561.41,121.468,115
386.016,1561.41,121.468,115
386.016,1561.41,121.468,115
386.016,1561.41,121.468,115
386.016,1561.41,121.468,115
386.016,1561.41,121.468,115
386.016,1561.41,121.468,115
386.016,1561.41,121.468,115
386.016,1561.41,121.468,115
386.016,1561.41,121.468,115
386.016,1561.41,121.468,115
386.016,1561.41,121.468,115
386.016,1561.41,121.468,115
382.332,1550.24,123.172,115
382.332,1550.24,123.172,115
382.332,1550.24,123.172,115
382.332,1550.24,123.172,115
382.332,1550.24,123.172,115
382.332,1550.24,123.172,115
382.332,1550.24,123.172,115
382.332,1550.24,123.172,115
382.332,1550.24,123.172,115
382.332,1550.24,123.172,115
382.332,1550.24,123.172,115
382.332,1550.24,123.172,115
382.332,1550.24,123.172,115
382.332,1550.24,123.172,115
382.332,1550.24,123.172,115
382.332,1550.24,123.172,115
382.332,1550.24,123.172,115
382.332,1550.24,123.172,115
382.332,1550.24,123.172,115
382.332,1550.24,123.172,115
382.332,1550.24,123.172,115
382.332,1550.24,123.172,115
382.332,1550.24,123.172,115
382.332,1550.24,123.172,115
382.332,1550.24,123.172,115
382.332,1550.24,123.172,115
382.332,1550.24,123.172,115
382.332,1550.24,123.172,115
382.332,1550.24,123.172,115
382.332,1550.24,123.172,115
382.332,1550.24,123.172,115
382.332,1550.24,123.172,115
382.332,1550.24,123.172,115
382.332,1550.24,123.172,115
382.332,1550.24,123.172,115
382.332,1550.24,123.172,115
382.332,1550.24,123.172,115
382.332,1550.24,123.172,115
382.332,1550.24,123.172,115
382.332,1550.24,123.172,115
382.332,1550.24,123.172,115
382.332,1550.24,123.172,115
382.332,1550.24,123.172,115
382.332,1550.24,123.172,115
382.332,1550.24,123.172,115
382.332,1550.24,123.172,115
382.332,1550.24,123.172,115
382.332,1550.24,123.172,115
382.332,1550.24,123.172,115
382.332,1550.24,123.172,115
382.332,1550.24,123.172,115
382.332,1550.24,123.172,115
382.332,1550.24,123.172,115
382.332,1550.24,123.172,115
382.332,1550.24,123.172,115
382.332,1550.24,123.172,115
382.492,1652.08,123.098,115
382.492,1652.08,123.098,115
382.492,1652.08,123.098,115
382.492,1652.08,123.098,115
382.492,1652.08,123.098,115
382.492,1652.08,123.098,115
382.492,1652.08,123.098,115
382.492,1652.08,123.098,115
382.492,1652.08,123.098,115
382.492,1652.08,123.098,115
382.492,1652.08,123.098,115
382.492,1652.08,123.098,115
382.492,1652.08,123.098,115
382.492,1652.08,123.098,115
382.492,1652.08,123.098,115
382.492,1652.08,123.098,115
382.492,1652.08,123.098,115
382.492,1652.08,123.098,115
382.492,1652.08,123.098,115
382.492,1652.08,123.098,115
382.492,1652.08,123.098,115
382.492,1652.08,123.098,115
382.492,1652.08,123.098,115
382.492,1652.08,123.098,115
382.492,1652.08,123.098,115
382.492,1652.08,123.098,115
382.492,1652.08,123.098,115
382.492,1652.08,123.098,115
382.492,1652.08,123.098,115
382.492,1652.08,123.098,115
382.492,1652.08,123.098,115
382.492,1652.08,123.098,115
382.492,1652.08,123.098,115
382.492,1652.08,123.098,115
382.492,1652.08,123.098,115
382.492,1652.08,123.098,115
382.492,1652.08,123.098,115
382.492,1652.08,123.098,115
382.492,1652.08,123.098,115
382.492,1652.08,123.098,115
382.492,1652.08,123.098,115
382.492,1652.08,123.098,115
386.358,1650.66,121.309,115
386.358,1650.66,121.309,115
386.358,1650.66,121.309,115
386.358,1650.66,121.309,115
386.358,1650.66,121.309,115
386.358,1650.66,121.309,115
386.358,1650.66,121.309,115
386.358,1650.66,121.309,115
386.358,1650.66,121.309,115
386.358,1650.66,121.309,115
386.358,1650.66,121.309,115
386.358,1650.66,121.309,115
386.358,1650.66,121.309,115
386.358,1650.66,121.309,115
386.358,1650.66,121.309,115
386.358,1650.66,121.309,115
386.358,1650.66,121.309,115
386.358,1650.66,121.309,115
386.358,1650.66,121.309,115
386.358,1650.66,121.309,115
386.358,1650.66,121.309,115
386.358,1650.66,121.309,115
386.358,1650.66,121.309,115
386.358,1650.66,121.309,115
386.358,1650.66,121.309,115
386.358,1650.66,121.309,115
386.358,1650.66,121.309,115
386.358,1650.66,121.309,115
386.358,1650.66,121.309,115
386.358,1650.66,121.309,115
386.358,1650.66,121.309,115
386.358,1650.66,121.309,115
386.358,1650.66,121.309,115
386.358,1650.66,121.309,115
386.358,1650.66,121.309,115
386.358,1650.66,121.309,115
386.358,1650.66,121.309,115
386.358,1650.66,121.309,115
386.358,1650.66,121.309,115
376.047,1466.49,126.078,115
376.047,1466.49,126.078,115
376.047,1466.49,126.078,115
376.047,1466.49,126.078,115
376.047,1466.49,126.078,115
376.047,1466.49,126.078,115
376.047,1466.49,126.078,115
376.047,1466.49,126.078,115
380.575,1527.31,123.984,115
380.575,1527.31,123.984,115
380.575,1527.31,123.984,115
380.575,1527.31,123.984,115
376.374,1554.89,125.927,115
376.374,1554.89,125.927,115
376.374,1554.89,125.927,115
376.374,1554.89,125.927,115
376.374,1554.89,125.927,115
376.374,1554.89,125.927,115
376.374,1554.89,125.927,115
376.374,1554.89,125.927,115
376.374,1554.89,125.927,115
376.374,1554.89,125.927,115
376.374,1554.89,125.927,115
376.374,1554.89,125.927,115
376.374,1554.89,125.927,115
376.374,1554.89,125.927,115
382.762,1543.82,122.972,115
382.762,1543.82,122.972,115
382.762,1543.82,122.972,115
382.762,1543.82,122.972,115
382.762,1543.82,122.972,115
382.762,1543.82,122.972,115
382.762,1543.82,122.972,115
382.762,1543.82,122.972,115
382.762,1543.82,122.972,115
382.762,1543.82,122.972,115
382.762,1543.82,122.972,115
382.762,1543.82,122.972,115
382.762,1543.82,122.972,115
382.762,1543.82,122.972,115
382.762,1543.82,122.972,115
382.762,1543.82,122.972,115
382.762,1543.82,122.972,115
382.762,1543.82,122.972,115
382.762,1543.82,122.972,115
382.762,1543.82,122.972,115
382.762,1543.82,122.972,115
382.762,1543.82,122.972,115
382.762,1543.82,122.972,115
382.762,1543.82,122.972,115
382.762,1543.82,122.972,115
382.762,1543.82,122.972,115
382.762,1543.82,122.972,115
382.762,1543.82,122.972,115
382.762,1543.82,122.972,115
382.762,1543.82,122.972,115
382.762,1543.82,122.972,115
382.762,1543.82,122.972,115
382.762,1543.82,122.972,115
382.762,1543.82,122.972,115
382.762,1543.82,122.972,115
382.762,1543.82,122.972,115
382.762,1543.82,122.972,115
382.762,1543.82,122.972,115
382.762,1543.82,122.972,115
382.762,1543.82,122.972,115
382.762,1543.82,122.972,115
382.762,1543.82,122.972,115
382.762,1543.82,122.972,115
382.762,1543.82,122.972,115
382.762,1543.82,122.972,115
382.762,1543.82,122.972,115
382.762,1543.82,122.972,115
382.762,1543.82,122.972,115
382.762,1543.82,122.972,115
382.762,1543.82,122.972,115
382.762,1543.82,122.972,115
382.762,1543.82,122.972,115
382.762,1543.82,122.972,115
382.762,1543.82,122.972,115
382.762,1543.82,122.972,115
382.762,1543.82,122.972,115
382.762,1543.82,122.972,115
382.762,1543.82,122.972,115
382.762,1543.82,122.972,115
382.762,1543.82,122.972,115
382.762,1543.82,122.972,115
382.762,1543.82,122.972,115
382.762,1543.82,122.972,115
382.762,1543.82,122.972,115
382.13,1533.61,123.265,115
382.13,1533.61,123.265,115
382.13,1533.61,123.265,115
382.13,1533.61,123.265,115
382.13,1533.61,123.265,115
382.13,1533.61,123.265,115
382.13,1533.61,123.265,115
382.13,1533.61,123.265,115
382.13,1533.61,123.265,115
382.13,1533.61,123.265,115
382.13,1533.61,123.265,115
382.13,1533.61,123.265,115
382.13,1533.61,123.265,115
382.13,1533.61,123.265,115
382.13,1533.61,123.265,115
382.13,1533.61,123.265,115
382.13,1533.61,123.265,115
382.13,1533.61,123.265,115
382.13,1533.61,123.265,115
382.13,1533.61,123.265,115
382.13,1533.61,123.265,115
382.13,1533.61,123.265,115
382.13,1533.61,123.265,115
382.13,1533.61,123.265,115
382.13,1533.61,123.265,115
382.13,1533.61,123.265,115
382.13,1533.61,123.265,115
382.13,1533.61,123.265,115
382.13,1533.61,123.265,115
382.13,1533.61,123.265,115
382.13,1533.61,123.265,115
382.13,1533.61,123.265,115
382.13,1533.61,123.265,115
382.13,1533.61,123.265,115
382.13,1533.61,123.265,115
382.13,1533.61,123.265,115
382.13,1533.61,123.265,115
382.13,1533.61,123.265,115
382.13,1533.61,123.265,115
382.13,1533.61,123.265,115
382.13,1533.61,123.265,115
382.13,1533.61,123.265,115
382.13,1533.61,123.265,115
382.13,1533.61,123.265,115
382.13,1533.61,123.265,115
382.13,1533.61,123.265,115
382.13,1533.61,123.265,115
382.13,1533.61,123.265,115
382.13,1533.61,123.265,115
382.13,1533.61,123.265,115
382.13,1533.61,123.265,115
382.13,1533.61,123.265,115
382.13,1533.61,123.265,115
382.13,1533.61,123.265,115
382.13,1533.61,123.265,115
382.13,1533.61,123.265,115
382.13,1533.61,123.265,115
382.13,1533.61,123.265,115
382.13,1533.61,123.265,115
382.13,1533.61,123.265,115
382.13,1533.61,123.265,115
382.13,1533.61,123.265,115
382.13,1533.61,123.265,115
382.13,1533.61,123.265,115
382.13,1533.61,123.265,115
382.13,1533.61,123.265,115
382.13,1533.61,123.265,115
382.13,1533.61,123.265,115
382.13,1533.61,123.265,115
382.13,1533.61,123.265,115
386.893,1548.33,121.062,115
386.893,1548.33,121.062,115
386.893,1548.33,121.062,115
386.893,1548.33,121.062,115
386.893,1548.33,121.062,115
386.893,1548.33,121.062,115
386.893,1548.33,121.062,115
386.893,1548.33,121.062,115
386.893,1548.33,121.062,115
386.893,1548.33,121.062,115
386.893,1548.33,121.062,115
386.893,1548.33,121.062,115
386.893,1548.33,121.062,115
386.893,1548.33,121.062,115
386.893,1548.33,121.062,115
386.893,1548.33,121.062,115
386.893,1548.33,121.062,115
386.893,1548.33,121.062,115
386.893,1548.33,121.062,115
386.893,1548.33,121.062,115
386.893,1548.33,121.062,115
386.893,1548.33,121.062,115
386.893,1548.33,121.062,115
386.893,1548.33,121.062,115
386.893,1548.33,121.062,115
386.893,1548.33,121.062,115
386.893,1548.33,121.062,115
386.893,1548.33,121.062,115
386.893,1548.33,121.062,115
386.893,1548.33,121.062,115
386.893,1548.33,121.062,115
386.893,1548.33,121.062,115
386.893,1548.33,121.062,115
386.893,1548.33,121.062,115
386.893,1548.33,121.062,115
386.893,1548.33,121.062,115
386.893,1548.33,121.062,115
386.893,1548.33,121.062,115
386.893,1548.33,121.062,115
386.893,1548.33,121.062,115
386.893,1548.33,121.062,115
386.893,1548.33,121.062,115
386.893,1548.33,121.062,115
386.893,1548.33,121.062,115
386.893,1548.33,121.062,115
386.893,1548.33,121.062,115
386.893,1548.33,121.062,115
386.893,1548.33,121.062,115
386.893,1548.33,121.062,115
386.893,1548.33,121.062,115
386.893,1548.33,121.062,115
386.893,1548.33,121.062,115
386.893,1548.33,121.062,115
386.893,1548.33,121.062,115
386.893,1548.33,121.062,115
386.893,1548.33,121.062,115
386.893,1548.33,121.062,115
386.893,1548.33,121.062,115
386.893,1548.33,121.062,115
386.893,1548.33,121.062,115
386.893,1548.33,121.062,115
386.893,1548.33,121.062,115
386.893,1548.33,121.062,115
386.893,1548.33,121.062,115
386.893,1548.33,121.062,115
386.893,1548.33,121.062,115
386.893,1548.33,121.062,115
386.893,1548.33,121.062,115
386.893,1548.33,121.062,115
386.893,1548.33,121.062,115
380.174,1540.11,124.169,115
380.174,1540.11,124.169,115
380.174,1540.11,124.169,115
380.174,1540.11,124.169,115
380.174,1540.11,124.169,115
380.174,1540.11,124.169,115
380.174,1540.11,124.169,115
380.174,1540.11,124.169,115
380.174,1540.11,124.169,115
380.174,1540.11,124.169,115
380.174,1540.11,124.169,115
380.174,1540.11,124.169,115
380.174,1540.11,124.169,115
380.174,1540.11,124.169,115
380.174,1540.11,124.169,115
380.174,1540.11,124.169,115
380.174,1540.11,124.169,115
380.174,1540.11,124.169,115
380.174,1540.11,124.169,115
380.174,1540.11,124.169,115
380.174,1540.11,124.169,115
380.174,1540.11,124.169,115
380.174,1540.11,124.169,115
380.174,1540.11,124.169,115
380.174,1540.11,124.169,115
380.174,1540.11,124.169,115
380.174,1540.11,124.169,115
380.174,1540.11,124.169,115
380.174,1540.11,124.169,115
380.174,1540.11,124.169,115
380.174,1540.11,124.169,115
380.174,1540.11,124.169,115
380.174,1540.11,124.169,115
380.174,1540.11,124.169,115
380.174,1540.11,124.169,115
380.174,1540.11,124.169,115
380.174,1540.11,124.169,115
380.174,1540.11,124.169,115
380.174,1540.11,124.169,115
380.174,1540.11,124.169,115
380.174,1540.11,124.169,115
380.174,1540.11,124.169,115
380.174,1540.11,124.169,115
380.174,1540.11,124.169,115
380.174,1540.11,124.169,115
380.174,1540.11,124.169,115
380.174,1540.11,124.169,115
380.174,1540.11,124.169,115
380.174,1540.11,124.169,115
380.174,1540.11,124.169,115
380.174,1540.11,124.169,115
380.174,1540.11,124.169,115
380.174,1540.11,124.169,115
380.174,1540.11,124.169,115
380.174,1540.11,124.169,115
380.174,1540.11,124.169,115
380.174,1540.11,124.169,115
380.174,1540.11,124.169,115
380.174,1540.11,124.169,115
380.174,1540.11,124.169,115
383.265,1544.86,122.74,115
383.265,1544.86,122.74,115
383.265,1544.86,122.74,115
383.265,1544.86,122.74,115
383.265,1544.86,122.74,115
383.265,1544.86,122.74,115
383.265,1544.86,122.74,115
383.265,1544.86,122.74,115
383.265,1544.86,122.74,115
383.265,1544.86,122.74,115
383.265,1544.86,122.74,115
383.265,1544.86,122.74,115
383.265,1544.86,122.74,115
383.265,1544.86,122.74,115
383.265,1544.86,122.74,115
383.265,1544.86,122.74,115
383.265,1544.86,122.74,115
383.265,1544.86,122.74,115
383.265,1544.86,122.74,115
383.265,1544.86,122.74,115
383.265,1544.86,122.74,115
383.265,1544.86,122.74,115
383.265,1544.86,122.74,115
383.265,1544.86,122.74,115
383.265,1544.86,122.74,115
383.265,1544.86,122.74,115
383.265,1544.86,122.74,115
383.265,1544.86,122.74,115
383.265,1544.86,122.74,115
383.265,1544.86,122.74,115
383.265,1544.86,122.74,115
383.265,1544.86,122.74,115
383.265,1544.86,122.74,115
383.265,1544.86,122.74,115
383.265,1544.86,122.74,115
383.265,1544.86,122.74,115
383.265,1544.86,122.74,115
383.265,1544.86,122.74,115
383.265,1544.86,122.74,115
383.265,1544.86,122.74,115
383.265,1544.86,122.74,115
383.265,1544.86,122.74,115
383.265,1544.86,122.74,115
383.265,1544.86,122.74,115
383.265,1544.86,122.74,115
383.265,1544.86,122.74,115
383.265,1544.86,122.74,115
383.265,1544.86,122.74,115
383.265,1544.86,122.74,115
